korpus.id,hit,task,ad.mace,ad.annotation,cutoff.mace,cutoff.annotation,loading.mace,loading.annotation,pornographic.mace,pornographic.annotation,popup.mace,popup.annotation,captcha.mace,captcha.annotation,error.mace,error.annotation
4355,547,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6316,547,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3605,547,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6503,547,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4721,547,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7640,548,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5007,548,2,no,-,no,-,no,-,no,-,not,very,not,-,not,very
129,548,3,no,-,no,-,no,-,no,-,very,abit,not,-,not,-
3600,548,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2862,548,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6010,549,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3936,549,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8797,549,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6207,549,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
3702,549,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3567,550,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4185,550,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7245,550,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4696,550,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8160,550,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
2228,551,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6399,551,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3280,551,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1885,551,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8037,551,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2317,552,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6344,552,2,no,-,no,-,no,-,no,-,not,-,not,abit,not,abit
3723,552,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1164,552,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2781,552,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1225,553,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6592,553,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6017,553,3,no,-,no,-,no,-,no,-,not,-,not,-,very,not
1395,553,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7034,553,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1532,554,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2814,554,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8202,554,3,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
1680,554,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8213,554,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7663,555,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1487,555,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
61,555,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2643,555,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8415,555,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7495,556,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1518,556,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9744,556,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2151,556,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8689,556,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2821,557,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
904,557,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1717,557,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1086,557,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2448,557,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2590,558,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
837,558,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8791,558,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5647,558,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2947,558,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3690,559,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5611,559,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5254,559,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
450,559,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4589,559,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8873,560,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1741,560,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2038,560,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2390,560,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
3516,560,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4016,561,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6886,561,2,no,-,no,-,no,-,no,-,not,-,not,-,not,very
1510,561,3,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
7058,561,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
46,561,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6214,562,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
6241,562,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7526,562,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5770,562,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8980,562,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3649,563,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3578,563,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7367,563,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6737,563,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9533,563,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7035,564,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3550,564,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5255,564,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8975,564,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8173,564,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3969,565,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6575,565,2,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
6446,565,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2128,565,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1480,565,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3511,566,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3882,566,2,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
5145,566,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
9693,566,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
3678,566,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1945,567,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1502,567,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
9102,567,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8042,567,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5334,567,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7454,568,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1863,568,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6070,568,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3002,568,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
36,568,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6826,569,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9409,569,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9314,569,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
115,569,4,no,-,no,-,no,-,no,-,very,-,not,-,not,-
785,569,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1131,570,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8528,570,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7201,570,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7109,570,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1656,570,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7846,571,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1707,571,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
446,571,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
257,571,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
242,571,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6187,572,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5258,572,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3520,572,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
322,572,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6611,572,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
184,573,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6013,573,2,no,-,no,-,no,-,no,-,not,very,not,-,not,-
7055,573,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3572,573,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6243,573,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3231,574,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
998,574,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
2953,574,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
6648,574,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
2286,574,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3139,575,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5982,575,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1943,575,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
4273,575,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
345,575,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8907,576,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9098,576,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
597,576,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6843,576,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1528,576,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
672,577,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9710,577,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
2784,577,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8196,577,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7158,577,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
9860,578,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9559,578,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8123,578,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8390,578,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9270,578,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3991,579,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4358,579,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9414,579,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7162,579,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4815,579,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8969,580,1,yes,-,no,yes,no,-,no,-,very,abit,not,-,not,-
6819,580,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9824,580,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4281,580,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9320,580,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3449,581,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7914,581,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8417,581,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8582,581,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8222,581,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9764,582,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9294,582,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3924,582,3,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
6974,582,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5241,582,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4706,583,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5345,583,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7565,583,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2443,583,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
2857,583,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
3178,584,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1807,584,2,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3032,584,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9236,584,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7993,584,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5701,585,1,no,-,no,-,no,-,no,-,not,-,not,very,not,-
8587,585,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2385,585,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8861,585,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
58,585,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6600,586,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8307,586,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2836,586,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3499,586,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8762,586,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5570,587,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
593,587,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6867,587,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2755,587,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2257,587,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1170,588,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7867,588,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8790,588,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
1062,588,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5792,588,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2052,589,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7323,589,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1370,589,3,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
6893,589,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
839,589,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
9429,590,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3259,590,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3175,590,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8875,590,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2801,590,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2582,591,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3589,591,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8917,591,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6588,591,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
825,591,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7155,592,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5819,592,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9645,592,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
2765,592,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6883,592,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4573,593,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
2459,593,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1565,593,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5159,593,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6972,593,5,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
3282,594,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5656,594,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4695,594,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2457,594,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5059,594,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9864,595,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9872,595,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
78,595,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
1340,595,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
548,595,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2917,596,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1299,596,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1975,596,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4029,596,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7381,596,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8548,597,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8782,597,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5313,597,3,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
6752,597,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6284,597,5,no,-,no,-,no,-,no,-,not,very,not,-,not,-
2936,598,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4810,598,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3421,598,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8586,598,4,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
2022,598,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5171,599,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9426,599,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
662,599,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
40,599,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2042,599,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
203,600,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9819,600,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6536,600,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
1726,600,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7921,600,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5045,601,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9532,601,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7723,601,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1454,601,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2941,601,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
6045,602,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
468,602,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4420,602,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6179,602,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3855,602,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1287,603,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5525,603,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7505,603,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3470,603,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8326,603,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3930,604,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
291,604,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9767,604,3,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
8745,604,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
585,604,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
941,605,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2530,605,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1739,605,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1191,605,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5892,605,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6857,606,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3319,606,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1436,606,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
2222,606,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
5854,606,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7479,607,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5151,607,2,no,-,no,-,no,-,no,-,not,-,not,-,not,very
8487,607,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5984,607,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
4683,607,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4732,608,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7481,608,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4915,608,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3316,608,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3980,608,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1673,609,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3740,609,2,no,-,no,-,no,-,no,-,not,very,not,-,not,-
171,609,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
59,609,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9856,609,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
7332,610,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4893,610,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8233,610,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9186,610,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1346,610,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6487,611,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8497,611,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
1750,611,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5717,611,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8765,611,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1849,612,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4801,612,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6850,612,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
936,612,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6034,612,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6353,613,1,yes,-,no,-,no,-,no,-,not,-,not,-,not,abit
9120,613,2,no,-,no,-,no,-,no,yes,not,-,not,-,not,-
8355,613,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4435,613,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9817,613,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5554,614,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8484,614,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6616,614,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6902,614,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5089,614,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5632,615,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3073,615,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5243,615,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5186,615,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7326,615,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
1122,616,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9041,616,2,no,-,no,-,no,-,no,-,not,very,not,-,not,-
5050,616,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8892,616,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6729,616,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9366,617,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2097,617,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1489,617,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3109,617,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
614,617,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2782,618,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4559,618,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4303,618,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6644,618,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4539,618,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2793,619,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2432,619,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
982,619,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5917,619,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6026,619,5,no,-,no,yes,no,-,no,-,not,abit,not,-,not,-
8006,620,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2946,620,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8387,620,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7053,620,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5380,620,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2282,621,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8490,621,2,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
8622,621,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
983,621,4,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
8245,621,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5361,622,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2255,622,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7148,622,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1188,622,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5799,622,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9498,623,1,no,-,no,-,no,-,no,-,not,-,not,-,not,very
8633,623,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7510,623,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8552,623,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2507,623,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3261,624,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5018,624,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4661,624,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
2067,624,4,no,-,no,-,no,-,no,-,not,-,not,-,not,very
1610,624,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
5066,625,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8667,625,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3599,625,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4231,625,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
2254,625,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
648,626,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
